HPO,parent,HPO_name
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032852,HP:0032756,Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032870,HP:0032756,Focal impaired awareness cognitive seizure with dyslexia/alexia
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032879,HP:0032756,Focal impaired awareness seizure with dissociation at onset
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032798,HP:0032756,Focal impaired awareness cognitive seizure with neglect
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032793,HP:0032756,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032756,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0032787,Focal impaired awareness sensory seizure with olfactory features
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032853,HP:0032787,Focal impaired awareness sensory seizure with hot-cold sensations
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032880,HP:0032787,Focal impaired awareness sensory seizure with auditory features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032806,HP:0032787,Focal impaired awareness sensory seizure with visual features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0032787,Focal impaired awareness sensory seizure with gustatory features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032805,HP:0032787,Focal impaired awareness sensory seizure with vestibular features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032890,HP:0032787,Focal impaired awareness sensory seizure with somatosensory features
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032878,HP:0032787,Focal impaired awareness sensory seizure with cephalic sensation
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032778,HP:0032755,Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032779,HP:0032755,Focal impaired awareness autonomic seizure with pupillary dilation/constriction
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032774,HP:0032755,Focal impaired awareness autonomic seizure with urge to urinate/defecate
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032772,HP:0032755,Focal impaired awareness autonomic seizure with piloerection
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032775,HP:0032755,Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032782,HP:0032755,Focal impaired awareness autonomic seizure with lacrimation
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032780,HP:0032755,Focal impaired awareness autonomic seizure with erection
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032788,HP:0032755,Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032777,HP:0032755,Focal impaired awareness autonomic seizure with pallor/flushing
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032847,HP:0032725,Focal impaired awareness hemifacial clonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032799,HP:0032725,Focal impaired awareness hemiclonic seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032927,HP:0032909,Focal impaired awareness undressing automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032918,HP:0032909,Focal impaired awareness orofacial automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032925,HP:0032909,Focal impaired awareness sexual automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032924,HP:0032909,Focal impaired awareness verbal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032923,HP:0032909,Focal impaired awareness vocal automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032922,HP:0032909,Focal impaired awareness perseverative automatism seizure
HP:0032921,HP:0032909,Focal impaired awareness pedal automatism seizure
HP:0032921,HP:0032909,Focal impaired awareness pedal automatism seizure
HP:0032921,HP:0032909,Focal impaired awareness pedal automatism seizure
HP:0032921,HP:0032909,Focal impaired awareness pedal automatism seizure
HP:0032921,HP:0032909,Focal impaired awareness pedal automatism seizure
